circuit_key,circuit_short_name,country_code,country_key,country_name,date_end,date_start,gmt_offset,location,meeting_key,session_key,session_name,session_type,year
149,Jeddah,KSA,153,Saudi Arabia,2024-03-08T14:30:00+00:00,2024-03-08T13:30:00+00:00,03:00:00,Jeddah,1230,9475,Practice 3,Practice,2024
149,Jeddah,KSA,153,Saudi Arabia,2024-03-08T18:00:00+00:00,2024-03-08T17:00:00+00:00,03:00:00,Jeddah,1230,9476,Qualifying,Qualifying,2024
149,Jeddah,KSA,153,Saudi Arabia,2024-03-09T19:00:00+00:00,2024-03-09T17:00:00+00:00,03:00:00,Jeddah,1230,9480,Race,Race,2024
10,Melbourne,AUS,5,Australia,2024-03-22T02:30:00+00:00,2024-03-22T01:30:00+00:00,11:00:00,Melbourne,1231,9481,Practice 1,Practice,2024
10,Melbourne,AUS,5,Australia,2024-03-22T06:00:00+00:00,2024-03-22T05:00:00+00:00,11:00:00,Melbourne,1231,9482,Practice 2,Practice,2024
10,Melbourne,AUS,5,Australia,2024-03-23T02:30:00+00:00,2024-03-23T01:30:00+00:00,11:00:00,Melbourne,1231,9483,Practice 3,Practice,2024
10,Melbourne,AUS,5,Australia,2024-03-23T06:00:00+00:00,2024-03-23T05:00:00+00:00,11:00:00,Melbourne,1231,9484,Qualifying,Qualifying,2024
10,Melbourne,AUS,5,Australia,2024-03-24T06:00:00+00:00,2024-03-24T04:00:00+00:00,11:00:00,Melbourne,1231,9488,Race,Race,2024
46,Suzuka,JPN,4,Japan,2024-04-05T03:30:00+00:00,2024-04-05T02:30:00+00:00,09:00:00,Suzuka,1232,9489,Practice 1,Practice,2024
46,Suzuka,JPN,4,Japan,2024-04-05T07:00:00+00:00,2024-04-05T06:00:00+00:00,09:00:00,Suzuka,1232,9490,Practice 2,Practice,2024
46,Suzuka,JPN,4,Japan,2024-04-06T03:30:00+00:00,2024-04-06T02:30:00+00:00,09:00:00,Suzuka,1232,9491,Practice 3,Practice,2024
46,Suzuka,JPN,4,Japan,2024-04-06T07:00:00+00:00,2024-04-06T06:00:00+00:00,09:00:00,Suzuka,1232,9492,Qualifying,Qualifying,2024
46,Suzuka,JPN,4,Japan,2024-04-07T07:00:00+00:00,2024-04-07T05:00:00+00:00,09:00:00,Suzuka,1232,9496,Race,Race,2024
49,Shanghai,CHN,53,China,2024-04-19T04:30:00+00:00,2024-04-19T03:30:00+00:00,08:00:00,Shanghai,1233,9663,Practice 1,Practice,2024
49,Shanghai,CHN,53,China,2024-04-19T08:14:00+00:00,2024-04-19T07:30:00+00:00,08:00:00,Shanghai,1233,9668,Sprint Qualifying,Qualifying,2024
49,Shanghai,CHN,53,China,2024-04-20T03:30:00+00:00,2024-04-20T03:00:00+00:00,08:00:00,Shanghai,1233,9672,Sprint,Race,2024
49,Shanghai,CHN,53,China,2024-04-20T08:00:00+00:00,2024-04-20T07:00:00+00:00,08:00:00,Shanghai,1233,9664,Qualifying,Qualifying,2024
49,Shanghai,CHN,53,China,2024-04-21T09:00:00+00:00,2024-04-21T07:00:00+00:00,08:00:00,Shanghai,1233,9673,Race,Race,2024
151,Miami,USA,19,United States,2024-05-03T17:30:00+00:00,2024-05-03T16:30:00+00:00,-04:00:00,Miami,1234,9497,Practice 1,Practice,2024
151,Miami,USA,19,United States,2024-05-03T21:14:00+00:00,2024-05-03T20:30:00+00:00,-04:00:00,Miami,1234,9502,Sprint Qualifying,Qualifying,2024
151,Miami,USA,19,United States,2024-05-04T16:30:00+00:00,2024-05-04T16:00:00+00:00,-04:00:00,Miami,1234,9506,Sprint,Race,2024
151,Miami,USA,19,United States,2024-05-04T21:00:00+00:00,2024-05-04T20:00:00+00:00,-04:00:00,Miami,1234,9498,Qualifying,Qualifying,2024
151,Miami,USA,19,United States,2024-05-05T22:00:00+00:00,2024-05-05T20:00:00+00:00,-04:00:00,Miami,1234,9507,Race,Race,2024
6,Imola,ITA,13,Italy,2024-05-17T12:30:00+00:00,2024-05-17T11:30:00+00:00,02:00:00,Imola,1235,9508,Practice 1,Practice,2024
6,Imola,ITA,13,Italy,2024-05-17T16:00:00+00:00,2024-05-17T15:00:00+00:00,02:00:00,Imola,1235,9509,Practice 2,Practice,2024
6,Imola,ITA,13,Italy,2024-05-18T11:30:00+00:00,2024-05-18T10:30:00+00:00,02:00:00,Imola,1235,9510,Practice 3,Practice,2024
6,Imola,ITA,13,Italy,2024-05-18T15:00:00+00:00,2024-05-18T14:00:00+00:00,02:00:00,Imola,1235,9511,Qualifying,Qualifying,2024
6,Imola,ITA,13,Italy,2024-05-19T15:00:00+00:00,2024-05-19T13:00:00+00:00,02:00:00,Imola,1235,9515,Race,Race,2024
22,Monte Carlo,MON,114,Monaco,2024-05-24T12:30:00+00:00,2024-05-24T11:30:00+00:00,02:00:00,Monaco,1236,9516,Practice 1,Practice,2024
22,Monte Carlo,MON,114,Monaco,2024-05-24T16:00:00+00:00,2024-05-24T15:00:00+00:00,02:00:00,Monaco,1236,9517,Practice 2,Practice,2024
22,Monte Carlo,MON,114,Monaco,2024-05-25T11:30:00+00:00,2024-05-25T10:30:00+00:00,02:00:00,Monaco,1236,9518,Practice 3,Practice,2024
22,Monte Carlo,MON,114,Monaco,2024-05-25T15:00:00+00:00,2024-05-25T14:00:00+00:00,02:00:00,Monaco,1236,9519,Qualifying,Qualifying,2024
22,Monte Carlo,MON,114,Monaco,2024-05-26T15:00:00+00:00,2024-05-26T13:00:00+00:00,02:00:00,Monaco,1236,9523,Race,Race,2024
23,Montreal,CAN,46,Canada,2024-06-07T18:30:00+00:00,2024-06-07T17:30:00+00:00,-04:00:00,Montréal,1237,9524,Practice 1,Practice,2024
23,Montreal,CAN,46,Canada,2024-06-07T22:00:00+00:00,2024-06-07T21:00:00+00:00,-04:00:00,Montréal,1237,9525,Practice 2,Practice,2024
23,Montreal,CAN,46,Canada,2024-06-08T17:30:00+00:00,2024-06-08T16:30:00+00:00,-04:00:00,Montréal,1237,9526,Practice 3,Practice,2024
23,Montreal,CAN,46,Canada,2024-06-08T21:00:00+00:00,2024-06-08T20:00:00+00:00,-04:00:00,Montréal,1237,9527,Qualifying,Qualifying,2024
23,Montreal,CAN,46,Canada,2024-06-09T20:00:00+00:00,2024-06-09T18:00:00+00:00,-04:00:00,Montréal,1237,9531,Race,Race,2024
15,Catalunya,ESP,1,Spain,2024-06-21T12:30:00+00:00,2024-06-21T11:30:00+00:00,02:00:00,Barcelona,1238,9532,Practice 1,Practice,2024
15,Catalunya,ESP,1,Spain,2024-06-21T16:00:00+00:00,2024-06-21T15:00:00+00:00,02:00:00,Barcelona,1238,9533,Practice 2,Practice,2024
15,Catalunya,ESP,1,Spain,2024-06-22T11:30:00+00:00,2024-06-22T10:30:00+00:00,02:00:00,Barcelona,1238,9534,Practice 3,Practice,2024
15,Catalunya,ESP,1,Spain,2024-06-22T15:00:00+00:00,2024-06-22T14:00:00+00:00,02:00:00,Barcelona,1238,9535,Qualifying,Qualifying,2024
15,Catalunya,ESP,1,Spain,2024-06-23T15:00:00+00:00,2024-06-23T13:00:00+00:00,02:00:00,Barcelona,1238,9539,Race,Race,2024
19,Spielberg,AUT,17,Austria,2024-06-28T11:30:00+00:00,2024-06-28T10:30:00+00:00,02:00:00,Spielberg,1239,9540,Practice 1,Practice,2024
19,Spielberg,AUT,17,Austria,2024-06-28T15:14:00+00:00,2024-06-28T14:30:00+00:00,02:00:00,Spielberg,1239,9545,Sprint Qualifying,Qualifying,2024
19,Spielberg,AUT,17,Austria,2024-06-29T10:30:00+00:00,2024-06-29T10:00:00+00:00,02:00:00,Spielberg,1239,9549,Sprint,Race,2024
19,Spielberg,AUT,17,Austria,2024-06-29T15:00:00+00:00,2024-06-29T14:00:00+00:00,02:00:00,Spielberg,1239,9541,Qualifying,Qualifying,2024
19,Spielberg,AUT,17,Austria,2024-06-30T15:00:00+00:00,2024-06-30T13:00:00+00:00,02:00:00,Spielberg,1239,9550,Race,Race,2024
2,Silverstone,GBR,2,Great Britain,2024-07-05T12:30:00+00:00,2024-07-05T11:30:00+00:00,01:00:00,Silverstone,1240,9551,Practice 1,Practice,2024
2,Silverstone,GBR,2,Great Britain,2024-07-05T16:00:00+00:00,2024-07-05T15:00:00+00:00,01:00:00,Silverstone,1240,9552,Practice 2,Practice,2024
2,Silverstone,GBR,2,Great Britain,2024-07-06T11:30:00+00:00,2024-07-06T10:30:00+00:00,01:00:00,Silverstone,1240,9553,Practice 3,Practice,2024
2,Silverstone,GBR,2,Great Britain,2024-07-06T15:00:00+00:00,2024-07-06T14:00:00+00:00,01:00:00,Silverstone,1240,9554,Qualifying,Qualifying,2024
2,Silverstone,GBR,2,Great Britain,2024-07-07T16:00:00+00:00,2024-07-07T14:00:00+00:00,01:00:00,Silverstone,1240,9558,Race,Race,2024
4,Hungaroring,HUN,14,Hungary,2024-07-19T12:30:00+00:00,2024-07-19T11:30:00+00:00,02:00:00,Budapest,1241,9559,Practice 1,Practice,2024
4,Hungaroring,HUN,14,Hungary,2024-07-19T16:00:00+00:00,2024-07-19T15:00:00+00:00,02:00:00,Budapest,1241,9560,Practice 2,Practice,2024
4,Hungaroring,HUN,14,Hungary,2024-07-20T11:30:00+00:00,2024-07-20T10:30:00+00:00,02:00:00,Budapest,1241,9561,Practice 3,Practice,2024
4,Hungaroring,HUN,14,Hungary,2024-07-20T15:00:00+00:00,2024-07-20T14:00:00+00:00,02:00:00,Budapest,1241,9562,Qualifying,Qualifying,2024
4,Hungaroring,HUN,14,Hungary,2024-07-21T15:00:00+00:00,2024-07-21T13:00:00+00:00,02:00:00,Budapest,1241,9566,Race,Race,2024
7,Spa-Francorchamps,BEL,16,Belgium,2024-07-26T12:30:00+00:00,2024-07-26T11:30:00+00:00,02:00:00,Spa-Francorchamps,1242,9567,Practice 1,Practice,2024
7,Spa-Francorchamps,BEL,16,Belgium,2024-07-26T16:00:00+00:00,2024-07-26T15:00:00+00:00,02:00:00,Spa-Francorchamps,1242,9568,Practice 2,Practice,2024
7,Spa-Francorchamps,BEL,16,Belgium,2024-07-27T11:30:00+00:00,2024-07-27T10:30:00+00:00,02:00:00,Spa-Francorchamps,1242,9569,Practice 3,Practice,2024
7,Spa-Francorchamps,BEL,16,Belgium,2024-07-27T15:00:00+00:00,2024-07-27T14:00:00+00:00,02:00:00,Spa-Francorchamps,1242,9570,Qualifying,Qualifying,2024
7,Spa-Francorchamps,BEL,16,Belgium,2024-07-28T15:00:00+00:00,2024-07-28T13:00:00+00:00,02:00:00,Spa-Francorchamps,1242,9574,Race,Race,2024
55,Zandvoort,NED,133,Netherlands,2024-08-23T11:30:00+00:00,2024-08-23T10:30:00+00:00,02:00:00,Zandvoort,1243,9575,Practice 1,Practice,2024
55,Zandvoort,NED,133,Netherlands,2024-08-23T15:00:00+00:00,2024-08-23T14:00:00+00:00,02:00:00,Zandvoort,1243,9576,Practice 2,Practice,2024
55,Zandvoort,NED,133,Netherlands,2024-08-24T10:30:00+00:00,2024-08-24T09:30:00+00:00,02:00:00,Zandvoort,1243,9577,Practice 3,Practice,2024
55,Zandvoort,NED,133,Netherlands,2024-08-24T14:00:00+00:00,2024-08-24T13:00:00+00:00,02:00:00,Zandvoort,1243,9578,Qualifying,Qualifying,2024
55,Zandvoort,NED,133,Netherlands,2024-08-25T15:00:00+00:00,2024-08-25T13:00:00+00:00,02:00:00,Zandvoort,1243,9582,Race,Race,2024
39,Monza,ITA,13,Italy,2024-08-30T12:30:00+00:00,2024-08-30T11:30:00+00:00,02:00:00,Monza,1244,9583,Practice 1,Practice,2024
39,Monza,ITA,13,Italy,2024-08-30T16:00:00+00:00,2024-08-30T15:00:00+00:00,02:00:00,Monza,1244,9584,Practice 2,Practice,2024
39,Monza,ITA,13,Italy,2024-08-31T11:30:00+00:00,2024-08-31T10:30:00+00:00,02:00:00,Monza,1244,9585,Practice 3,Practice,2024
39,Monza,ITA,13,Italy,2024-08-31T15:00:00+00:00,2024-08-31T14:00:00+00:00,02:00:00,Monza,1244,9586,Qualifying,Qualifying,2024
39,Monza,ITA,13,Italy,2024-09-01T15:00:00+00:00,2024-09-01T13:00:00+00:00,02:00:00,Monza,1244,9590,Race,Race,2024
144,Baku,AZE,30,Azerbaijan,2024-09-13T10:30:00+00:00,2024-09-13T09:30:00+00:00,04:00:00,Baku,1245,9591,Practice 1,Practice,2024
144,Baku,AZE,30,Azerbaijan,2024-09-13T14:00:00+00:00,2024-09-13T13:00:00+00:00,04:00:00,Baku,1245,9592,Practice 2,Practice,2024
144,Baku,AZE,30,Azerbaijan,2024-09-14T09:30:00+00:00,2024-09-14T08:30:00+00:00,04:00:00,Baku,1245,9593,Practice 3,Practice,2024
144,Baku,AZE,30,Azerbaijan,2024-09-14T13:00:00+00:00,2024-09-14T12:00:00+00:00,04:00:00,Baku,1245,9594,Qualifying,Qualifying,2024
144,Baku,AZE,30,Azerbaijan,2024-09-15T13:00:00+00:00,2024-09-15T11:00:00+00:00,04:00:00,Baku,1245,9598,Race,Race,2024
61,Singapore,SGP,157,Singapore,2024-09-20T10:30:00+00:00,2024-09-20T09:30:00+00:00,08:00:00,Marina Bay,1246,9599,Practice 1,Practice,2024
61,Singapore,SGP,157,Singapore,2024-09-20T14:00:00+00:00,2024-09-20T13:00:00+00:00,08:00:00,Marina Bay,1246,9600,Practice 2,Practice,2024
61,Singapore,SGP,157,Singapore,2024-09-21T10:30:00+00:00,2024-09-21T09:30:00+00:00,08:00:00,Marina Bay,1246,9601,Practice 3,Practice,2024
61,Singapore,SGP,157,Singapore,2024-09-21T14:00:00+00:00,2024-09-21T13:00:00+00:00,08:00:00,Marina Bay,1246,9602,Qualifying,Qualifying,2024
61,Singapore,SGP,157,Singapore,2024-09-22T14:00:00+00:00,2024-09-22T12:00:00+00:00,08:00:00,Marina Bay,1246,9606,Race,Race,2024
9,Austin,USA,19,United States,2024-10-18T18:30:00+00:00,2024-10-18T17:30:00+00:00,-05:00:00,Austin,1247,9607,Practice 1,Practice,2024
9,Austin,USA,19,United States,2024-10-18T22:14:00+00:00,2024-10-18T21:30:00+00:00,-05:00:00,Austin,1247,9612,Sprint Qualifying,Qualifying,2024
9,Austin,USA,19,United States,2024-10-19T19:00:00+00:00,2024-10-19T18:00:00+00:00,-05:00:00,Austin,1247,9616,Sprint,Race,2024
9,Austin,USA,19,United States,2024-10-19T23:00:00+00:00,2024-10-19T22:00:00+00:00,-05:00:00,Austin,1247,9608,Qualifying,Qualifying,2024
9,Austin,USA,19,United States,2024-10-20T21:00:00+00:00,2024-10-20T19:00:00+00:00,-05:00:00,Austin,1247,9617,Race,Race,2024
65,Mexico City,MEX,8,Mexico,2024-10-25T19:30:00+00:00,2024-10-25T18:30:00+00:00,-06:00:00,Mexico City,1248,9618,Practice 1,Practice,2024
65,Mexico City,MEX,8,Mexico,2024-10-25T23:00:00+00:00,2024-10-25T22:00:00+00:00,-06:00:00,Mexico City,1248,9619,Practice 2,Practice,2024
65,Mexico City,MEX,8,Mexico,2024-10-26T18:30:00+00:00,2024-10-26T17:30:00+00:00,-06:00:00,Mexico City,1248,9620,Practice 3,Practice,2024
65,Mexico City,MEX,8,Mexico,2024-10-26T22:00:00+00:00,2024-10-26T21:00:00+00:00,-06:00:00,Mexico City,1248,9621,Qualifying,Qualifying,2024
65,Mexico City,MEX,8,Mexico,2024-10-27T22:00:00+00:00,2024-10-27T20:00:00+00:00,-06:00:00,Mexico City,1248,9625,Race,Race,2024
14,Interlagos,BRA,10,Brazil,2024-11-01T15:30:00+00:00,2024-11-01T14:30:00+00:00,-03:00:00,São Paulo,1249,9626,Practice 1,Practice,2024
14,Interlagos,BRA,10,Brazil,2024-11-01T19:14:00+00:00,2024-11-01T18:30:00+00:00,-03:00:00,São Paulo,1249,9631,Sprint Qualifying,Qualifying,2024
14,Interlagos,BRA,10,Brazil,2024-11-02T15:00:00+00:00,2024-11-02T14:00:00+00:00,-03:00:00,São Paulo,1249,9635,Sprint,Race,2024
14,Interlagos,BRA,10,Brazil,2024-11-02T19:00:00+00:00,2024-11-02T18:00:00+00:00,-03:00:00,São Paulo,1249,9627,Qualifying,Qualifying,2024
14,Interlagos,BRA,10,Brazil,2024-11-03T17:30:00+00:00,2024-11-03T15:30:00+00:00,-03:00:00,São Paulo,1249,9636,Race,Race,2024
152,Las Vegas,USA,19,United States,2024-11-22T03:30:00+00:00,2024-11-22T02:30:00+00:00,-08:00:00,Las Vegas,1250,9637,Practice 1,Practice,2024
152,Las Vegas,USA,19,United States,2024-11-22T07:00:00+00:00,2024-11-22T06:00:00+00:00,-08:00:00,Las Vegas,1250,9638,Practice 2,Practice,2024
152,Las Vegas,USA,19,United States,2024-11-23T03:30:00+00:00,2024-11-23T02:30:00+00:00,-08:00:00,Las Vegas,1250,9639,Practice 3,Practice,2024
152,Las Vegas,USA,19,United States,2024-11-23T07:00:00+00:00,2024-11-23T06:00:00+00:00,-08:00:00,Las Vegas,1250,9640,Qualifying,Qualifying,2024
152,Las Vegas,USA,19,United States,2024-11-24T08:00:00+00:00,2024-11-24T06:00:00+00:00,-08:00:00,Las Vegas,1250,9644,Race,Race,2024
150,Lusail,QAT,149,Qatar,2024-11-29T14:30:00+00:00,2024-11-29T13:30:00+00:00,03:00:00,Lusail,1251,9645,Practice 1,Practice,2024
150,Lusail,QAT,149,Qatar,2024-11-29T18:14:00+00:00,2024-11-29T17:30:00+00:00,03:00:00,Lusail,1251,9650,Sprint Qualifying,Qualifying,2024
150,Lusail,QAT,149,Qatar,2024-11-30T15:00:00+00:00,2024-11-30T14:00:00+00:00,03:00:00,Lusail,1251,9654,Sprint,Race,2024
150,Lusail,QAT,149,Qatar,2024-11-30T19:00:00+00:00,2024-11-30T18:00:00+00:00,03:00:00,Lusail,1251,9646,Qualifying,Qualifying,2024
150,Lusail,QAT,149,Qatar,2024-12-01T18:00:00+00:00,2024-12-01T16:00:00+00:00,03:00:00,Lusail,1251,9655,Race,Race,2024
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2024-12-06T10:30:00+00:00,2024-12-06T09:30:00+00:00,04:00:00,Yas Island,1252,9461,Practice 1,Practice,2024
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2024-12-06T14:00:00+00:00,2024-12-06T13:00:00+00:00,04:00:00,Yas Island,1252,9656,Practice 2,Practice,2024
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2024-12-07T11:30:00+00:00,2024-12-07T10:30:00+00:00,04:00:00,Yas Island,1252,9657,Practice 3,Practice,2024
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2024-12-07T15:00:00+00:00,2024-12-07T14:00:00+00:00,04:00:00,Yas Island,1252,9658,Qualifying,Qualifying,2024
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2024-12-08T15:00:00+00:00,2024-12-08T13:00:00+00:00,04:00:00,Yas Island,1252,9662,Race,Race,2024
63,Sakhir,BRN,36,Bahrain,2025-02-26T16:00:00+00:00,2025-02-26T07:00:00+00:00,03:00:00,Sakhir,1253,9683,Day 1,Practice,2025
63,Sakhir,BRN,36,Bahrain,2025-02-27T16:00:00+00:00,2025-02-27T07:00:00+00:00,03:00:00,Sakhir,1253,9684,Day 2,Practice,2025
63,Sakhir,BRN,36,Bahrain,2025-02-28T16:00:00+00:00,2025-02-28T07:00:00+00:00,03:00:00,Sakhir,1253,9685,Day 3,Practice,2025
10,Melbourne,AUS,5,Australia,2025-03-14T02:30:00+00:00,2025-03-14T01:30:00+00:00,11:00:00,Melbourne,1254,9686,Practice 1,Practice,2025
10,Melbourne,AUS,5,Australia,2025-03-14T06:00:00+00:00,2025-03-14T05:00:00+00:00,11:00:00,Melbourne,1254,9687,Practice 2,Practice,2025
10,Melbourne,AUS,5,Australia,2025-03-15T02:30:00+00:00,2025-03-15T01:30:00+00:00,11:00:00,Melbourne,1254,9688,Practice 3,Practice,2025
10,Melbourne,AUS,5,Australia,2025-03-15T06:00:00+00:00,2025-03-15T05:00:00+00:00,11:00:00,Melbourne,1254,9689,Qualifying,Qualifying,2025
10,Melbourne,AUS,5,Australia,2025-03-16T06:00:00+00:00,2025-03-16T04:00:00+00:00,11:00:00,Melbourne,1254,9693,Race,Race,2025
